PPA,Date,Date published,Status,Arch,Ubuntu version,Package name,Package version,Download count
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","amd64","groovy","kicad","5.1.7-202011232351+a382d34a8~88~ubuntu20.10.1",25
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","amd64","groovy","kicad-demos","5.1.7-202011232351+a382d34a8~88~ubuntu20.10.1",19
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","arm64","groovy","kicad-demos","5.1.7-202011232351+a382d34a8~88~ubuntu20.10.1",19
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","armhf","groovy","kicad-demos","5.1.7-202011232351+a382d34a8~88~ubuntu20.10.1",19
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","i386","groovy","kicad-demos","5.1.7-202011232351+a382d34a8~88~ubuntu20.10.1",19
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","i386","xenial","kicad","5.1.7-202011232350+a382d34a8~88~ubuntu16.04.1",8
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","i386","xenial","kicad-dbg","5.1.7-202011232350+a382d34a8~88~ubuntu16.04.1",1
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","ppc64el","groovy","kicad-demos","5.1.7-202011232351+a382d34a8~88~ubuntu20.10.1",19
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","riscv64","groovy","kicad-demos","5.1.7-202011232351+a382d34a8~88~ubuntu20.10.1",19
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 00:54:34.084949+00:00","Published","s390x","groovy","kicad-demos","5.1.7-202011232351+a382d34a8~88~ubuntu20.10.1",19
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 01:10:43.314596+00:00","Published","amd64","focal","kicad","5.1.7-202011232350+a382d34a8~88~ubuntu20.04.1",226
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 01:10:43.314596+00:00","Published","amd64","focal","kicad-demos","5.1.7-202011232350+a382d34a8~88~ubuntu20.04.1",192
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 01:10:43.314596+00:00","Published","arm64","focal","kicad-demos","5.1.7-202011232350+a382d34a8~88~ubuntu20.04.1",192
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 01:10:43.314596+00:00","Published","armhf","focal","kicad-demos","5.1.7-202011232350+a382d34a8~88~ubuntu20.04.1",192
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 01:10:43.314596+00:00","Published","i386","focal","kicad-demos","5.1.7-202011232350+a382d34a8~88~ubuntu20.04.1",192
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 01:10:43.314596+00:00","Published","ppc64el","focal","kicad-demos","5.1.7-202011232350+a382d34a8~88~ubuntu20.04.1",192
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 01:10:43.314596+00:00","Published","riscv64","focal","kicad-demos","5.1.7-202011232350+a382d34a8~88~ubuntu20.04.1",192
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 01:10:43.314596+00:00","Published","s390x","focal","kicad-demos","5.1.7-202011232350+a382d34a8~88~ubuntu20.04.1",192
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:45:23.126203+00:00","Published","amd64","bionic","kicad","5.1.7-202011232349+a382d34a8~88~ubuntu18.04.1",486
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:45:23.126203+00:00","Published","amd64","bionic","kicad-dbg","5.1.7-202011232349+a382d34a8~88~ubuntu18.04.1",5
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:45:23.126203+00:00","Published","amd64","bionic","kicad-demos","5.1.7-202011232349+a382d34a8~88~ubuntu18.04.1",380
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:45:23.126203+00:00","Published","arm64","bionic","kicad-demos","5.1.7-202011232349+a382d34a8~88~ubuntu18.04.1",380
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:45:23.126203+00:00","Published","armhf","bionic","kicad-demos","5.1.7-202011232349+a382d34a8~88~ubuntu18.04.1",380
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:45:23.126203+00:00","Published","i386","bionic","kicad-demos","5.1.7-202011232349+a382d34a8~88~ubuntu18.04.1",380
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:45:23.126203+00:00","Published","ppc64el","bionic","kicad-demos","5.1.7-202011232349+a382d34a8~88~ubuntu18.04.1",380
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:45:23.126203+00:00","Published","s390x","bionic","kicad-demos","5.1.7-202011232349+a382d34a8~88~ubuntu18.04.1",380
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:58:52.119516+00:00","Published","amd64","xenial","kicad","5.1.7-202011232350+a382d34a8~88~ubuntu16.04.1",182
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:58:52.119516+00:00","Published","amd64","xenial","kicad-dbg","5.1.7-202011232350+a382d34a8~88~ubuntu16.04.1",1
"js-reynaud/kicad-5.1","2020-11-24","2020-11-24 02:58:52.119516+00:00","Published","amd64","xenial","kicad-demos","5.1.7-202011232350+a382d34a8~88~ubuntu16.04.1",123
